text,label,prediction,probability_positive,correct
"SPOILER ALERT!!!!<br /><br />I don't go into 'high tech' movies expecting them to be 100% accurate on all things computer related. But somehow, even the average 'I have a computer' user is supposed to believe that:<br /><br />1) A computer professional with a top secret, special data<br /><br />2) is going to keep the primary copy of said data on a 1.44 floppy<br /><br />3) and make absolutely NO BACKUP of this special secret data<br /><br />Even high school students back up their homework for goodness sake.<br /><br />Also this is the worst represntation of a computer nerd ever. Even though she is super cute we are supposed to believe that she has no friends, neighbors, extended family, or coworkers who can identify her. Even the unabomber had a family that could turn him in.<br /><br />END SPOILER<br /><br />These aren't just minor mistakes that had no bearing on the movie - These are the major plot points that fueled the storyline. The characterization was awful, the plot wholly unbeleivable, and if you haven't seen this, don't bother.",0,0,0.04599867,1
"This is a very, very odd film...one that is so odd it's best you just see it for yourself. The film begins with a jaded professor haranguing his class because the students have the audacity to not be as incredibly brilliant as he is! You can tell very quickly that this man is a total cynic--finding the value in practically nothing but sticking to his own inner sense of self-importance. Additionally, he seems tired and bored with the monotony of life.<br /><br />Later in the film, he walks into a bank robbery and manages to annoy the robbers so much that one of them shoots him in the head. Oddly, this is only half-way through the film and what followed was a very bizarre narration of the final seconds of his life. This is when the film becomes exciting because the style of the narration is just like one of this literature professor's novels--one that is intelligently written and says things the way we wish we could all say them.<br /><br />See this weird film--it's amazingly compelling and not like anything I've ever seen before.",1,0,0.014583811,0
"I like both this version of DORIAN GRAY and the MGM version. Both add a little girl early in the story who grows up to have an association with Dorian (this is not in the original book), and that is my only complaint. I especially like Angela Lansbury as Sybil Vane and George Sanders as Harry in the MGM version, but Shane Briant as Dorian in the TV-version is much better looking (I think) and far more ruthless than Hurd Hatfield in the MGM version: I think Briant is more true to the novel's Dorian. In the end, this is a very good adaptation of the novel (it even hints at Dorian's liaison's with men, as does Wylde, which could not be done in the MGM version).",1,1,0.89177585,1
"I don't go for that many ""heist"" comedies, and I might not care for this one if it weren't for the actors, when it was made, and when I FIRST SAW it (just a few years later). It's almost too similar to ""The Happening"" (even though it's obviously a much less serious comedy than that one) - Mafia figure takes over his own kidnapping, or rather, turns it in a different direction altogether. Of course, Raquel Welch didn't play the kind of sharp character Faye Dunaway did in The Happening, but that doesn't make it a sexist film either - she was practically playing a stock character, almost HER version of a ""moll""! But, I'm completely biased - it's among the first films I ever saw with her, and at the time I saw it, you couldn't turn around without seeing a poster of her (luckily). I think Robert Wagner was really just right as the neither thoroughly likable nor dis-likable leader of the group, as were Edward G. Robinson (naturally) and Vittoria De Sica. And Godfrey Cambridge, an actor who always managed to be funny.",1,0,0.04332571,0
"THE DEADLY MANTIS certainly won't scare any one, but as sci-fi programmers go it is better than most. A volcanic eruption at the south pole thaws out a giant, prehistoric preying mantis at the north pole. Military men go missing. Dr. Ned (William Hopper--Hedda Hopper's son and best known as Paul Drake on television's PERRY MASON) is called in to i.d. the creature--but by this time the creature has eaten up several Eskimo and is en route to the Washington Monument.<br /><br />About a third or more of the film consists of stock footage: old government educational films, military men in radar rooms, air planes--and would you believe Eskimos putting out to sea? Which explains, of course, why a tribe of Eskimo is attacked in the movie. (""Hey, Guys! Think we can work this in?"") Mix in some negligible special effects, some clunky dialogue, and some sexist attitudes and you're good to go. Not as original as THE MONSTER THAT CHALLENGED THE WORLD, but fans of 1950s ""big bug"" schlock will enjoy it--and the kids will have a good time throwing popcorn at the screen.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer",0,0,0.21489069,1
"You will be able to tell within the first 30 seconds of this film whether you want to finish watching it. The film opens with images of planes landing at an airport, one plane after another diving into a mirage-filled runway. You will be able to accurately guess that this movie is not about a ""story."" At first viewing, it's even easy to think the opening images are repetitive shots of the same plane. The initial drama is in the acuteness of your perception, which is built on your willingness to experience the film simply as a series of images. If after this opening, you want to see the movie, you will not be bored. You may even be mesmerized. The movie may be an emotional experience; it may be an intellectual experience; it may be both. Judging from the DVD commentary, which is essential, it was primarily an emotional experience for Herzog, and, at one point, he talks explicitly about how the film is a collaboration between filmmaker and viewer. There's plenty of room for the viewer to make of this film exactly what he or she wants to make of it. Take a gamble?",1,0,0.28366402,0
"Here's yet another movie with dysfunctional lead characters who are totally amoral and, yet, we're supposed to root for them? Not me. No character in this film was worth a damn.<br /><br />Robin Williams plays car salesman ""Joey O'Brien."" The man has no class, a loser in every moral sense and a guy who thinks he can talk his way out of anything. Knowing Williams' ability to talk, he was good for this role. The women in his life are driving him loony, too. Some of them aren't much better than him.<br /><br />Tim Robbins plays a similar low-life who starts the take over the film when he, fully loaded with explosives, crashes into a car dealership showroom and holds people, including his wife, hostage. Robbins, as in normal for him, plays a disturbed and ridiculous character. I guess these nut-case roles come easily to these two actors. Gee, I wonder why.<br /><br />There is so much yelling and screaming in this the movie that it will give you a headache. Combine those two screamers with the nasal voice of Fran Drescher and you really have an annoying over-the-top cast. This is like listening to chalk on a blackboard for an hour-and- a-half. This is comedy? No, this is lame. <br /><br />In fact, for a Robin Williams film to only have a dozen reviews posted here tells you something. It's a far cry from his best movie.",0,0,0.009240434,1
"Surface is one of the greatest t.v. series I have seen. The acting is great and the storyline enthralling. Each episode left me barely able to wait to watch the next. I especially thought Carter Jenkins who played Miles Bennett did a superb job...he is a very talented actor and I look forward to seeing more of his work. <br /><br />I can't believe Surface only made one season...once again the public has let me down. It is hard to fathom that a great shows like this one would get canceled, while crap reality shows continue on year after year. Whoever made the decision to cancel this show really dropped the ball on this one.",1,1,0.96696055,1
"The war at home is a splendid television series and I don't understand because she has been annulled. Please fairies something to continue with this very beautiful television series, with excellent and marvelous actors, good recitation and good situations, please we want the third series and even so many new episodes. I pray you!!!! I would like if possible somehow to make to reach this and mail the interested forehand, since I can tell you that here in Italy this series is very liked, as in other countries of Europe chest of drawers for example Spain. In effects as I have written above what strikes of this television series it is the good recitation of the actors and also the honest one with which numerous matters of true importance are treated. I think both one of the best American television series arrive on the Italian screens in these last years.I pray you!!!!",1,1,0.8525793,1
"There was talk on the E! Hollywood Special about the Making of Dirty Dancing which still is considered by many women including a dear friend of mine in her fifties to be one of her favorite all time movies. Maybe the music, the dancing, or the melodrama around the plot of Baby Frances becoming a dancing sensation with Johnny Castle. Of course, this film established Jennifer Grey whose biggest role to date was the resentful sister in Ferris Beuller's Day Off. Patrick Swayze is perfectly cast as the heart throb leading man who sweeps baby away literally. Dirty Dancing has it all to become a Broadway or West End smash hit. It has the love story, the music, and most of all lots of dancing. Jennifer and Patrick could revive their roles easily. it is nice to see Jerry Orbach play a doctor instead of a police officer and Kelly Bishop as the mother. It all took place in the Catskills in the sixties where many Jewish families vacationed in the area during their summer vacations. At the end of the film, it is sad to see the hotel owner, Kellerman, be baffled by the next generation. It happened anyway! Most people prefer cruises and traveling through Europe than spending the summer in the Catskills. Those old grand hotels are becoming Indian gaming casinos. Let Broadway bring Dirty Dancing alive and well. After all, they could do it for Footloose and Saturday Night Fever, this should be a no brainer! I know that this film is one of the favorites that you don't get tired of after watching 800 times. There are people that have probably seen this film-a 1,000 times by now. Somehow watching the making and the story behind Dirty Dancing made me long for my childhood days as a thirteen year old. Dirty Dancing may not be the greatest film ever made in the history but its universal appeal still draws crowds and repeated watchers like the 800 club whose members have watched it so many times. I watch it fondly now with all the awkwardness of Baby's first days and her first true love with Patrick Swayze as heart throb, Johnny Castle. Nobody could have imagined this little film as a big hit then with the sixties music, two soundtracks, and even a tour in the late eighties. I hope they bring it to Broadway in a musical. It would work for the audience to be part of a film. No wonder it still attracts kids and even adults particularly women of all ages to watch it over and over again. Well, Australia and London both have had productions of Dirty Dancing. It looks like it will come to Broadway in 2007 just in time for it's 20th anniversary.",1,1,0.88424724,1
"Johnnie (Bert Wheeler) is a would-be songwriter; Newton (Robert Woolsey) is a would-be inventor. Both work at a cigar stand in the lobby of an office building. Johnnie wants to sell a song to Winfield Lake, a song publisher who also owns the building. Lake's secretary, Mary (Betty Grable), is Johnnie's sweetheart. When Lake turns up dead, circumstances conspire to make Mary and Newton think that Johnnie is the killer. They conspire again to implicate Mary, who goes to jail. But who really shot Lake? Who is the Black Widow, the blackmailer who had threatened him? The other characters in this wacky murder mystery are: Lake's suspicious wife, a self-satisfied private detective, a seemingly slow-witted janitor (Willie Best), Lake's auditor, a songwriter who thinks Lake is stealing from him and another who thinks everyone is stealing from him. It's up to Newton and his truth machine to reveal the real killer.<br /><br />The baby-voiced Wheeler and the cigar-chomping Woolsey strike me as an arbitrary pairing, but they made several movies together in the 30s and some of them were funny.<br /><br />Not this one. George Stevens, who went on to have a distinguished career, directed this dismal comedy with a tedious murder mystery plot. But two scenes are good, and both feature Wheeler and Betty Grable singing the excellent ""Music in My Heart,"" written by Dorothy Fields and Jimmy McHugh. The first time, they sing it walking up a staircase (after which they dance back down). Later, Wheeler and Woolsey are on stilts so that they can see and talk to Mary, who is in a jail cell on a high floor. Wheeler and Grable sing to each other through the bars.<br /><br />""The Nitwits"" has a few laughs, but the level of comedy is best illustrated by Woolsey's line: ""Sonny, you've got the brain of a six-year-old boy. And I'll bet even he was glad to get rid of it."" It's watered-down Grouchowho didn't use the superfluous ""even"" when he said it.",0,0,0.07218326,1
"Idiocracy felt like Mike Judge took my thoughts on society and put them into film. In fact, the movie is a social commentary. Almost feels like a documentary at times. Luke Wilson did a good job playing a boring average joe (Like in most of his movies).<br /><br />Of Course Idiocracy was an extreme of the current state of society. But that's what makes most comedies funny, a extreme of any situation. Fiction isn't that much different then reality.<br /><br />With kids praising materialist Hip-Hop culture and taking pride in being ignorant. When people feel useless in life, they breed. Giving them a purpose in the world. And it seems only the worse people breed the most. I can understand how others don't like it. It doesn't help most of the jokes were 2nd grade bathroom humor. Not much different than a Kevin Smith film.<br /><br />Idiocracy throws away logic, reason, any intelligence (For good reason).<br /><br />Mike Judges comeback was a knockout.",1,1,0.5461089,1
"Ah Animorphs. I loved the book series and eagerly devoured each one in middle school and when I heard that there was a television adaptation, I was very excited.<br /><br />Boy what a let down the final product was. I think for me, this was the moment when Nickelodeon stopped being about cool programming and more generic.<br /><br />So what was wrong with the series? Let me count the ways: 1. The characters were HORRIFICALLY miscast. In the books, the Animorphs were somewhere between 12-14, the television cast were at least 18. I remember being horrified when I first saw the cast photos.<br /><br />2. Horrific acting/bad writing. I dunno which was to blame so I'm lumping into the lumpy mass that it was. Perhaps it was the fact that the accelerated age of the cast hampered the humor that is at least cute coming out of a 13 year old because Marco - not funny. In fact, I don't remember a single comical moment from the group and there were a few. The actors were certainly not helped by the writing which was bland at its best and head smackingly pathetic at its worst.<br /><br />3. My lord they were stingy with the budget. The final result of the Andalites alone should have convinced Viacom to pull the plug...Their heads had clefts that clearly showed which was the helmet.<br /><br />4. Back to the cast - Rachel by far was the biggest let down, far from being the warrior woman in the books, the best equivalent in the TV series was ""scarecrow"". Also, I know Cassie was an idealist but there is a difference between ""idealist"" and ""idiot"".<br /><br />5. One of the worst opening titles ever. Did the music have to be THAT obvious? 6. Answering question 6, ""yes"" because everything else was dumbed down so why shouldn't the expectedly less intelligent viewers receive a thick as a brick song from a lame rap-rock rip-off or whatever the hell that was.<br /><br />Since then, there have been bigger let downs (Iraq, 2004) but in case I haven't made myself clear - this show sucked and was an abomination to the book series it was supposed to be based from.",0,1,0.54937714,0
"I found it real shocking at first to see William Shakespeare's love masterpiece reworked into a gory, violent and kinky sensual movie adaptation. But after you watched it once, it sort of grows on you when you watch it the second and third times, as you come over the shock and start appreciating the movie on its own merits - solid acting, good dialogue, nice sequencing and choreography, not-too-bad soundtrack and some of the (special) effects that go on. Oh, and also the ending. What a riot!",1,0,0.37115544,0
"This movie should be retitled: Sex in the 70s In a Part of New York City called Greenwich Village and Chelsea.<br /><br />This movie does little to talk about sex in the 70s except focus on the hypersexual environments of public and private sex spaces in New York City. I doubt that the Manhole bar was symbolic of actual sex in the 70s and that kind of sex is much more prevalent in the film.<br /><br />Don't get me wrong, the time period looks like a blast. And it's rather important to document the scene to which the film refers. But as far as calling this film Sex in the 70s, the title is a bit misleading. Technically it's no Oscar Nominee, but the rawness of it feels appropriate for the subject.<br /><br />Overall, an ""eh.""",0,0,0.048733663,1
"I remember hearing about this movie and how it played at nearly every drive-in theatre here in Toronto. It's about a group of girls that are not accepted by the other sororities at their college, so they start up their own, and of course call it H.O.T.S. It's a fun movie, that is just bursting with drive-in nostalgia! Lots of fully endowed t-shirts, vans, fighting, and a football game showdown like no other! It's been compared to ""Animal House"", which is a good movie in it's own right, but to me nothing compares to H.O.T.S. It has it's own brand of fun & character. If you are looking for a classic T n'A movie, look no further because the H.O.T.S. girls are to the rescue, boom-boom shorts & all!",1,1,0.8833475,1
"Witticisms, colorful characters, family relationships, coping with hardships, living with fun and humor. This film has it all and more. What a great 'every man (and woman)' story, with a top notch plot and script. It offers just clean fun, lots of laughter, many smiles and pure entertainment for the whole family. Other reviewers describe the story some. I'll just offer this comparison teaser  it's part ""Best of Show,"" ""Grumpy Old Men,"" ""Millions,"" and some other comedy and life flicks rolled into one.<br /><br />This gem of a film most likely had limited release and is probably not very available to rent. But, it's now out on DVD and I highly recommend it for purchase. If you like good old-fashioned fun and entertaining films for the family, you can't miss with ""Manna from Heaven."" This film is a sure fire cure for the blues or to chase the gloom away on nasty weather days or rough times.",1,1,0.9525968,1
"I thoroughly enjoyed this film when it was first released, and on each occasion I've seen it since. The political drama is effective, if not especially new or inspired. The decades since the release of the film have demonstrated that the willingness to cut costs at the expense of public safety is definitely not just something imagined by a screenwriter.<br /><br />However, I think the most impressive element of this film is Jack Lemmon's performance. It is absolutely astonishing to watch him at work. He has the gift to be able to communicate so much, at times without saying a word. Next time you watch this film, check out Jack's face at the times he is not saying anything. He does not need to speak (or worse yet, to mug) to let you know what's going through his mind.<br /><br />I am calling this a spoiler, because of the impression it made on me when I first saw the film: in Lemmon's last scene in the film, as he is lying on the floor, he feels a slight vibration. The terror in his eyes is one of the most frightening images I have seen in any film. It is perfect acting, because it conveys instantly the threat about to occur--if Jack's character is so terrified, there is certainly something awful about to happen. And it does.",1,1,0.9425684,1
"This movie tries to rip off Predator, but that movie is much better. This movie has truly terrible special effects and a mindless plot. The team that enters the forest to find the cause of the disappearances of military and scientist is a combo of rough and rugged male delta commandos and pretty but tough female rangers. None of them are too bright. All the characters seem to be more than willing to run off into the forest alone and headfirst into a spear or sword and their death. Some of the pyrotechnics are very big and must have cost a bundle. But the close-ups of the creature are laughable as are most of the death scenes. Every cliché that the writers could think of was used. If you're looking for a mindless slaughter fest, this may fill the bill. The night I watched this was very slow so I sat through the whole thing. I have to admit that it's been a while since I watched something this bad. There is very little to redeem this movie. I'm amazed that junk like this gets produced.",0,0,0.010782256,1
"James Bridges' ""The China Syndrome"" is a first rate thriller; a model for those who want to make a genuinely terrifying thriller but don't know how.<br /><br />Most thrillers end with the standard shoot-em-up and chase that ends with the villain getting what he/she deserves. But Bridges understands that such a standard finale isn't the case in some scenarios. ""The China Syndrome"" is thrilling in a way no one would expect. It has the type of ending that's so unexpected, but yet so logical.<br /><br />The film stars three (then) current Oscar winners: Jack Lemmon (Best Actor 1973 for ""Save the Tiger""), Jane Fonda (Best Actress 1971 and 1978 for ""Klute"" and ""Coming Home"" respectively) and Michael Douglas (Best Picture 1975 for producing ""One Flew Over The Cuckoo's Nest"". This isn't your standard ""spot the star"" flick that became so popular in the 70s. The acting is so solid and strong that we forget who's playing the roles and believe that the characters are real people. That's a testament to the collective ablities of all three actors. They may be stars, but they're actors first.<br /><br />There is no music score in the film. Asides from a few background songs from jukeboxes or TV shows, there is nothing. Bridges doesn't allow any directorial style to come through on screen. He is simply presenting the material straightforward. With a strong dramatic story like this, we don't need a score to distract us. It kind of strikes me as a predecessor to the Dogma 95 filmseries started by Lars Von Trier in 1997. It focuses on the characters and story rather than style.<br /><br />The story is about a nuclear power plant located in Southern California. **SPOILER** An accident appears to have happened and basically the film is about Lemmon,Fonda and Douglas try to expose the truth. In a way this is not a spoiler, since the trailer, TV spots, video boxes and reviews all give this away. But from this seemingly simple premise, a surprisingly complex morality play springs and the suspense comes from human nature and the actions of people rather than a villain framing another guy (although this is an element in the film). That's what makes ""The China Syndrome"" so good.<br /><br />**** out of 4 stars",1,0,0.4183738,0
"This film is a fine example of why the Shaw Brothers are among the finest directors (probably the best in the Kung Fu category). The movie is well paced, the story is excellent and intriguing, and while the humor may not be in your face, it is nested within the character interactions. Once the story builds up, and the characters begin to assess the situation does the whole tower come crashing down in one of the best fight scenes (tiger, crane and crab Hung Gar are very present). There is even a scene that mocks 18th century Western social events, and ends with clever and entertaining fighting. The movie ends with a sudden, cheesy moment, but if you are a fan of the Shaw Brothers, you'll understand that the cheese is just a topping, and not the main course of the movie.",1,1,0.9434209,1
"Help, I've ended up in cinema hell! What a completely stupid film this is. Really nothing is good about it. <br /><br />Let's spit it out:<br /><br />1) The story is incredibly far-fetched: an anti-EU terrorist group is chasing a bunch of guys who drive around Western Europe carrying a delivery of see-through bags full of xtc pills. And the worst thing is: they are serious about it!<br /><br />2) The level of acting should put great shame on all faces involved. <br /><br />3) Some money-eyed guy decided to let every one talk English so that the international market would catch on. Ugliest advertising ever! The French and Dutch native tongues talking smart make all but sense and the result is laughable. <br /><br />4) The soundtrack is totally misplaced and ill-chosen.<br /><br />5) The camera, edit and effects work is supposed to be of some post noir road movie kind of style, but is hardly worth some thing and not meant to accompany this story (read: anti- story).<br /><br />6) Hidde Maas. The hero of Wildschut never fails to convince. A true actor. Usually I would give an extra point just for the sake of him being around. But no, sorry, not this time, I would just not forgive my self...",0,0,0.008860976,1
"This a wonderful sequel to the award winning Lonesome Dove miniseries in the 1980's. This sequel is perhaps, better than the original. It is definitely more family friendly. The language is more subdued. There is plenty of violence and one particular scene with Cherokee Jack is particularly gruesome. However, overall a great movie. The acting is superb. William Peterson is fantastic. Such a great dramatic actor with a quick sense of wit and comic timing. Jon Voight aptly fills Tommy Lee Jones' shoes as Captain Call. Ricky Shroder gives a great heart-filled performance as the young boy who grew up with no family to claim him. Highly recommended.",1,1,0.96730685,1
"Sayles had a very interesting film on his hands with Silver City, however it somehow became very muddied as it progressed from beginning to end. Chris Cooper did an exceptional job embodying the essence of his character, a Dubya of sorts, but he wasn't nearly given enough screen time. Instead, we find ourselves on a rampage with a character that felt less personal, less developed, and overall too confusing. The path that this Danny Huston leads us on inevitably becomes the downfall of the film. Too many characters are introduced to us in such a short time. These characters randomly were involved with the progression of the plot, which became too convoluted with each passing minute. Sayles knew what he was creating, I just feel as if it wasn't being translated well to the silver screen.<br /><br />Sayles is a master of his trade. His films continue to inspire and evoke thought even if they are not commercial successes. The trouble with Silver City is that I think he found himself going too deep with not enough money or time to explain it all. At the beginning of the film, I had an idea of what was happening, but as more and more characters were introduced, as more and more plot twists tried to occur I lost the sense of the film by the ending. While the ending was very clever and very dark, I needed more explanation. I think some of the reason that I lost my train of thought with this film was due to the casting of Danny Huston as our guide. He was pathetic. I didn't seem him as very exciting person to lead us on this adventure. He seemed to go through the motions, but not really accomplish much at all. This was the first downfall of Sayles' important film.<br /><br />While I will admit that the characters played by Richard Dreyfuss, Miguel Ferrer, James Gammon, and Daryl Hannah were interesting, I just needed a better guide to help me understand their roles in this political scandal. Danny Huston just did not cut it for me. Outside of the characters, Sayles needed a stronger script. I sometimes felt that unless I was deeply rooted in the political world, some of the references were well over my head. The entire reasoning for Silver City to be built and the corruption behind it eluded me. I am a simpleton that loves advanced films, but this one just didn't make much sense to me. There were several times that I found myself asking, ""Why"" instead of seeing the whole picture. I felt as if the individual stories were as clear as glass, yet the whole picture was dusty and murky at the same time. Sayles needed to concentrate more on the bigger picture instead of these smaller issues, which ultimately fogged this film.<br /><br />Perhaps I went into this film with the wrong idea. I was expecting to see another version of Primary Colors, but instead witnessed something less heartfelt and more technical. Without giving the ending away, I thought that the final scene was one of the most beautiful moments in political cinema history. The brilliant symbolism has stayed in my mind for the past two days after watching this film, while the rest of the movie quickly shuffled away from my mind. Maybe a second viewing would do better for me, but for some odd reason Silver City just didn't click with me. There seemed to be too many loopholes that were never explained or accounted for. An ensemble piece is always good with me, but when the characters are introduced without explanation, it just looses steam. This was one of those rare occasions.<br /><br />Overall, I was very upset with this film. Being very Democrat, I wanted to see a side of politics that I wasn't aware of and another side that would make you chuckle. I wanted to be engulfed with the world of corporate money and the dufus' that are elected. I wanted intelligent humor framed by the words of George W., but instead all I found was a very confusing story aimed at a certain audience of which I will never be a part. Sad, this picture had so much wasted promise.<br /><br />Grade: ** out of *****",0,0,0.0802843,1
"It's a soap-opera drawing upon an applied ethics idea. A movie about human suffering and death is not necessarily a good movie. I didn't get any emotion from it, the ideas are not at all new, the tension lacks, it becomes tedious towards the second half but towards the end I think it becomes quite interesting in a burlesque way. I mean you have this middle-aged, paralyzed bald guy who gets more women than Don Juan. He doesn't seem to suffer as much as you would expect from someone completely paralyzed for over 28 years, he has no issues with God (and one would probably expect that too), the people around him seem to be the perfect slaves (I can't get out of my mind Bergman's Cries and Whispers, similar to this one in many respects, which simply bursts with emotions, and not all of them humane) etc. This movie is the perfect recipe for housewives who look for some emotional thrill but don't expect to be blown away. The movie is worth seeing among all the cynicism we get today for its sincere intention to present a modern ethical issue without any desire to arouse the viewer. Amenabar doesn't rub your face in it and he doesn't take sides, he doesn't want to make us fanatics for a particular idea. Still I have no clue as to why this movie was so highly regarded.",1,0,0.05840265,0
"It seems incredible that the same decade which brought Star Wars to the silvery screen disgorged such unutterable tripe as this and many other 'adventure' movies. I am reminded of the similarly lavish, but equally wretched 'Ashanti' outlined elsewhere.<br /><br />Whatever motivated A-list actors to sign-on for such wastes of celluloid is frankly beyond this writer. They must have been very, very desperate. To be perfectly candid, Roger Moore's appearance in any movie is the kiss of death. Although extremely handsome in his youth, his entire acting career has been predicated upon an ability to raise one eyebrow. Every emotion from A to B is conveyed by this simple stratagem. His were the dog-days of James Bond. Lee Marvin on the other hand has featured in some very worthy outings, perhaps most memorably 'Paint Your Wagon' and 'The Dirty Dozen'. He has a comic streak, but he is much better when he plays it straight.<br /><br />The excellent Ian Holm is a throwaway, hardly recognisable blacked-up as a mute African. Everyone else just turned up for their pay-cheques.<br /><br />The only plausible and watchable element is the German cruiser. It looks like a very large model. But it is believably massive and appears authentic - as do its crew. The rest isn't even hokum. The childish comedy jars with the brutality and violence in a story that meanders clumsily about, as if the script itself had had too many whiffs of Lee Marvin's gin. Here is a director who simply doesn't know where he's going. There are hints of 'The African Queen', a snatch from 'The Pride & The Passion', 'Gold', and one or two other rip-offs from movies who's titles don't come readily to mind.<br /><br />Strangely, I have seen it 3 times, each occasion it has been shown on television when I have been laid low with a cold or the flu. Perhaps that is influencing my judgement - but not much.<br /><br />Compare it with any Indiana Jones movie and you will see what I mean.<br /><br />I have given it two stars; one for the battleship and the other because it finally comes to an end, though heaven knows it takes long enough to do that.<br /><br />Time for another Lemsip, I think.",0,0,0.13335423,1
"Interesting concept that just doesn't make it. I watched the whole movie, but had to read IMDb comments to find out what Code 46 meant. If/when it was explained in the film, I must have been in a coma, or possibly brain-dead by then. I only watched it for Tim Robbins. The fact that I did not know any of the other actors should have been a tip-off. We all have to start somewhere, but this film should not be it. As to the 'anti empathy virus virus'-Holy Utility Belt, Batman! Where were The Joker, The Riddler, etc? Also, why are the women all so damned ugly? If I want to see less-than-plain stick-figures, I'll just walk down the street. The best part of the film was the car crash. It was totally believable, and not over-the-top like most movie crashes.",0,0,0.036367442,1
"Scott's collection of 80's icons cannot save this teen disaster. But then I suppose that's why it was only a TV movie and not a major motion picture. William A. Schwartz (writer) comes up with something closer to ""Stewardess School"", except this movie is more boring. This movie isn't really stupid, just boring and completely plotless. The only reason to see this might be to see Tina Yothers in an actual role after Family Ties. After this movie and equally dumb ""Class Cruise"", I guess Mr. Scott wised up and went back to directing sit-coms, which was his best move yet. 4 out of 10",0,0,0.038307592,1
"You know sometimes you just gotta have it? That's how this movie is with me. I am almost embarrassed to admit that I like it, it is so goofy in some parts, but I find myself reaching for it when I'm down and just need a good laugh...and trust me, I am just not a ""goofy movie"" kinda guy.<br /><br />You can read the synopsis so I don't have to bore you with that, just rest assured, if you like Kelsey Grammer you will probably like this movie.<br /><br />One more thing, be SURE to watch the end credits. You don't need to read them, just watch them and catch the performance of ""In the Navy"" by the Village People...and friends.",1,0,0.425835,0
"I love this movie! It has everything! Bonnie Hunt did a fantastic job co-writing, directing and co-starring in this film. David Duchovny is just plain hot. and Minnie Driver is as cute as ever. combine all that talent with David Allen Grier, Carol O'Connor, Robert Loggia, Joley Richardson, and Jim Belushi you have a Oscar worthy movie! I'm surprised they didn't get one. if you haven't seen it, go rent the DVD, watch it once then put directors commentary on...Bonnie Hunt is Fabulous!",1,1,0.98512655,1
"This is the kind of film that I am wondering why anybody would have considered doing it from the beginning. This is the kind of movie that I cannot understand how people put money in it, how the rental store can put the DVD on its shelves. This is the kind of movie I blame myself for having rented it. <br /><br />There are good class-B movies, and I do not reject the genre. When they are good, they catch the interest with the action, they have characters written well enough, and acted well enough so that you can care about them. The effects in some of these movies support the film in many cases, and you may like them for the originality. Almost nothing is true in 'Coronado'. The subject and the script is at the level of cheap comics - just a cliche. The effects are cheap - and I do not care that the film is low budget - you can do a lot with low budget, but you need some talent. There are so many continuity and other directing errors as in ten other films. You do not care for the characters, you do not laugh, and at the end of the film you are left wondering if the parody was intentional or not. The only quality I could find is the scenery, there are some good locations, worth a much better film. <br /><br />2/10 on my personal scale. The worst film of the year so far.",0,0,0.05387469,1
"I am surprised by the relatively low rating this film has. It is a screwball comedy & romance film rolled together by someone besides Billy Wilder but it does a really good job & even won an Oscar.<br /><br />It is Ingrid Bergman's first film in the US since the 1950's & even though she is no longer the young bombshell she was in her early films, she brings off a difficult role quite handsomely. This film proves she had multiple talents beyond her good looks.<br /><br />Goldie Hawn who won an Oscar in this, her first film, as supporting actress is very good as the modern sophisticated yet quirky latest mistress to Dentist playboy, love them & leave them Walter Mathaw. Goldie is delightful to all the senses in this role which with a great cast set her up as a slam dunk for this early career award.<br /><br />This film is not real deep, but is a gem that has stood the test of time very well. Not sure why it's average is so low as I give it a solid 8.",1,1,0.573592,1
